,0
225,0.9999999985087165
226,0.9735721641382938
227,0.9999981171027391
228,0.999999855844009
229,0.9999994069651097
230,0.9999999992883273
231,1.106745009311904e-06
232,0.9999999567133181
233,3.504453059105695e-08
234,0.9999995053710204
235,0.9999999676758099
236,0.9999722573825981
237,0.999999999999905
238,0.8916177243237469
239,0.9999999999308125
240,0.9999999999878666
241,0.9977189356020154
242,6.578775743556187e-09
243,0.9999988317332339
244,0.11501688129719045
245,0.99998094521614
246,0.1972917176435006
247,0.9999999999999913
248,0.3808582252583912
249,0.4443752326979535
250,0.9999999999984701
251,0.7167608417649373
252,0.0009588517000507782
253,0.9999999956205259
254,0.9937245723635546
255,1.3137105895196932e-10
256,0.999544528552753
257,0.009397232052578539
258,0.9999999994807309
259,7.513286656439623e-06
260,0.9999999999176294
261,0.9999999999999996
262,0.9999999999995934
263,0.9990106847768845
264,4.792028935986211e-06
265,0.9999999999556237
266,0.9999999998858264
267,0.999992972786613
268,0.9999839947756732
269,0.9999998146802053
270,2.0942921270113747e-08
271,0.9999999059281202
272,0.9999999999999951
273,0.00022413162578739881
274,1.5162389705020686e-05
275,0.9999999999999991
276,0.9976664737308506
277,0.02524932796625539
278,0.9999999999999882
279,0.9999999898891717
280,0.9968045994676789
281,0.006838579081601346
282,0.9999999999938407
283,0.9999999999997717
284,0.6895854211483207
285,0.9937958487646419
286,0.9999974610919357
287,9.329865153334969e-05
288,0.9999998167982103
289,0.9999999999391225
290,1.2215062550464344e-06
291,0.9999766089441842
292,0.9998551967873311
293,0.9999999999460181
294,0.9999999997502553
295,0.999971589671415
296,0.9999984380758198
297,0.9999998011779372
298,0.9987076288129361
299,3.9629617018699776e-11
300,0.01144272547986748
301,0.9999760697312705
302,0.029154651015495803
303,0.00012876714295655855
304,0.9991465222039893
305,0.21781271440098873
306,1.3504381395374445e-06
307,0.998598340353735
308,0.9999902642110198
309,0.9999999999977887
310,0.9999999999956679
311,0.9995787011425318
312,0.913374111534769
313,0.9999999984631274
314,5.280264169535948e-12
315,0.001946793658803618
316,0.0003601135140957508
317,0.9999982926087332
318,0.999408176406743
319,0.9999998818576845
320,0.9733966724077905
321,2.117317908429408e-06
322,0.12444761022637503
323,1.3347558483575827e-05
324,0.6901807113532006
325,0.003548007838527813
326,1.4683570120753063e-12
327,0.9999999999932483
328,0.9999999999983373
329,9.629630169380754e-06
330,0.9999999987180694
331,9.857097488855292e-08
332,0.9999999494118689
333,0.9999740497835031
334,0.9999999635031986
335,0.18392891458795432
336,0.9999999999992921
337,0.9999999999817708
338,0.9993841121339155
339,0.9999999999999991
340,0.05001181834681576
341,0.08576232175328201
342,0.9999999950250515
343,0.9987578603210774
344,0.9999999999210698
345,0.00017847496589569754
346,0.004794637156821785
347,0.9999999999998785
348,0.9999983814317616
349,0.9999999999999674
350,3.703680984215589e-05
351,0.11296235781362828
352,0.9981673877836603
353,1.2343717587970118e-07
354,0.9999999999999996
355,0.0009986284975304549
356,3.433881826231891e-08
357,0.9999999962719346
358,8.842930558331357e-07
359,0.8300711172620603
360,0.0007206608671237893
361,0.9999999999070637
362,6.7749953532105126e-09
363,8.831537789079902e-08
364,0.24174860499775133
365,2.2912180426537188e-07
366,0.9999999999159366
367,0.008852864385696168
368,0.9999996603494782
369,1.7431041046358787e-08
370,3.520321126308346e-11
371,0.43935824824750436
372,0.9999997101791928
373,0.9999999996657976
374,0.9999999999999765
375,0.13245200900002507
376,0.9999998938612972
377,6.854513821976641e-10
378,0.04560352619572782
379,5.018128525077916e-06
380,1.0
381,0.999999999999958
382,0.9847516269015181
383,0.3207825731583878
384,0.9999999766628934
385,0.9999999995011521
386,0.9999958115229909
387,0.03124861318646751
388,0.9999999854508601
389,3.6021275671737673e-07
390,0.9999991150658807
391,0.9999999998303524
392,0.999832010230517
393,1.2723223195269995e-09
394,0.9934132696074239
395,0.9987405738240912
396,0.995239269520903
397,1.719610142370751e-06
398,7.722157706755079e-05
399,0.999998193476327
400,0.016110269714466184
401,0.9999999989380326
402,0.9999999998834801
403,0.9999995455969901
404,0.9999999999999865
405,0.999999994548959
406,0.999997367309654
407,0.9999994779481182
408,0.9999999971506848
409,0.03256625924138147
410,0.9999851372993197
411,0.9985695754268462
412,0.99980211326074
413,0.9999955970720154
414,0.8113253490871681
415,0.9999996141674382
416,0.9999921817445865
417,0.999999998553633
418,0.9999999990065835
419,1.2555376950314227e-05
420,0.9292283494600532
421,0.9999989947420922
422,0.9999999999678248
423,1.0
424,4.129062406317116e-12
425,0.9998790185746188
426,0.9999999987936377
427,1.3078774352386085e-05
428,3.1709726579357054e-07
429,0.9999999984620187
430,0.9999999999999916
431,0.9315355363631649
432,5.4435944084848416e-06
433,0.004698538379767945
434,0.9999999999999987
435,1.0358706552073092e-08
436,0.9999999999999993
437,0.9999999999988545
438,0.00012408339415249483
439,0.9833090007529365
440,0.03588034721776737
441,0.9988268480593159
442,0.9999999999998841
443,7.969609575254107e-05
444,0.9999999998536657
445,3.476649980337941e-06
446,7.946541743956609e-10
447,0.9999999988140786
448,1.0
449,0.9999996707724612
450,8.53485457739407e-06
451,0.0033381328200196634
452,0.9999348187862275
453,0.999721004534971
454,0.9999996233656816
455,0.9993561223098341
456,0.9997257306034925
457,8.039810669724373e-11
458,0.9999999999950957
459,0.9999999999045066
460,0.99764958989856
461,0.9608152730687428
462,0.9999999999390938
463,9.43571446476963e-06
464,0.9919645804139811
465,0.9999999997142937
466,0.8588147678029284
467,0.9987147240624575
468,0.9359584638083436
469,0.9996266899984464
470,0.650741771829084
471,0.8195721372920745
472,0.3392096675636213
473,0.9001074836735735
474,0.051940924261060596
475,0.9999997632946115
476,3.280771389597253e-05
477,0.963020771329501
478,1.0
479,0.9998104658666485
480,0.9998698134754063
481,1.0
482,0.9959048650226157
483,0.8835829631771315
484,0.999999999999996
485,0.9999999999876081
486,0.9999999999824833
487,0.9999999880620999
488,1.688187597834902e-07
489,0.6865548449847019
490,0.9785653992001081
491,0.9999999999999998
492,0.9999999988912234
493,0.9999999999999973
494,0.0009297651699654173
495,0.00047681599300717156
496,0.00469296551610413
497,0.9999999998198217
498,1.770899416970364e-06
499,0.9999999999250075
500,0.999999849857896
501,0.9988347876930613
502,0.000594121361385361
503,0.4768922275725153
504,0.9999999999999343
505,0.9999999848095651
506,0.9999999322553069
507,0.9999808208622705
508,0.9999780592416824
509,0.9999999998685336
510,0.9999998916799937
511,0.9999999999998572
512,0.9999699298179899
513,0.9999999942105917
514,0.9999567780438865
515,0.9990840512766733
516,0.9960903718536545
517,0.9529580713518766
518,0.9910198449651386
519,0.9755543950641105
520,0.5313736756150078
521,0.9999993572088945
522,0.99998748418667
523,0.9999999853356629
524,0.010653741256088721
525,0.9999987199325858
526,7.627720214799278e-07
527,0.9995987349878416
528,3.848200671253206e-06
529,8.006332900764264e-08
530,0.9999996257021997
531,0.9999999895139396
532,5.5950349912453136e-05
533,0.9999999997057998
534,0.006385009871404437
535,0.9996447619437121
536,0.9922443428523173
537,0.9999963004561573
538,0.9998820431483145
539,0.9953506410385713
540,0.9814563584276739
541,0.9278787871373217
542,7.681581550623334e-08
543,0.9999334793071711
544,0.9943585776707384
545,0.999710475047217
546,0.9999740620087866
547,0.8555614700076914
548,0.9999999875507558
549,0.999999999999994
550,0.9999999936805255
551,0.9999984097070254
552,0.999999999999877
553,0.0011342573441418446
554,0.9998933037863459
555,0.0018783396531245114
556,0.9980596107727494
557,1.0
558,0.9999999991349058
559,0.008828483109543303
560,0.9999999999863332
561,1.0
562,0.035347281133241544
563,0.9999999261238305
564,0.9999995999865331
565,0.9996591661320862
566,0.9282844407358972
567,0.9694902662089693
568,0.00013734245576171368
569,0.9999319459332966
570,0.0010882998802522056
571,0.9999892041134656
572,0.9999999999353131
573,0.007645589434611756
574,0.0008185684410395093
575,0.9999999996679645
576,0.9999850359090141
577,0.9995149221655862
578,0.9985402210476795
579,1.0
580,0.9999999999999962
581,0.99999271199525
582,1.0
583,0.9886709650838347
584,0.8175822948132372
585,0.9999928317469124
586,0.9999865562851509
587,0.8563300741898766
588,0.99992942049561
589,0.9999999999418856
590,0.9999999891088497
591,0.458435910175807
592,0.9999999999999647
593,0.9986275164080441
594,0.9974193468275985
595,0.9999999731282551
596,0.9999999999934779
597,0.9999961093758101
598,0.9999999988684365
599,0.9999999999997353
600,0.9988339480666631
601,0.938354377161018
602,0.999999855844009
603,0.9958210557830317
604,8.410036108741615e-10
605,0.9999999999999953
606,0.9996937852723448
607,0.9999999999705
608,0.9999998001857253
609,0.9999999755594603
610,0.9791732659044461
611,0.9983709807796802
612,0.9999999995480193
613,0.9993714627036153
614,0.9999999890329564
615,0.9999999838666356
616,1.1458560632115505e-08
617,0.9918007949384839
618,0.1963309965803236
619,0.9999999998161189
620,1.0
621,0.9999999117360228
622,0.9999999999952947
623,0.9999999990561443
624,1.0
625,0.8262894549900542
626,0.9999999969842104
627,0.999959189009696
628,0.9966373771762371
629,9.874918512115502e-05
630,0.9999999999977687
631,0.9999999996948814
632,0.9938220401580891
633,0.9998671383096099
634,0.9988997155861733
635,0.9999999955326269
636,0.9999958708494601
637,0.9996001126368269
638,6.250566309427938e-09
639,0.9999999661230248
640,0.9999991955089023
641,0.9999999999999758
642,0.026288722379305907
643,0.9999999996875375
644,0.9999999999217388
645,0.9999999998413882
646,0.9810824692330091
647,0.9991935969396569
648,0.9999999999999207
649,0.9999964729083125
650,0.9999999999972866
651,0.9999512060482361
652,0.9999950287169808
653,0.034660143517042656
654,0.999999999420013
655,0.9999999999999998
656,0.997394325700692
657,0.9999318968411266
658,0.9999992474869434
659,0.999999986777983
660,0.9999999957192094
661,0.9961065455611986
662,0.9999999999997067
663,0.9748282341459159
664,0.46023050855176006
665,0.9999999999664888
666,0.9998551967873311
667,0.9999997111746218
668,0.9999998158030843
669,0.9999885229457094
670,0.999999999989025
671,0.9997992998225563
672,0.9999878193162424
673,0.06684341376133736
674,0.027855542562956265
675,0.9764082755637977
676,0.9999997591011976
677,0.999988982244836
678,0.9995457649132019
679,1.0
680,0.9995904917888372
681,0.9999999999988964
682,0.09444246688229767
683,0.9999735289596833
684,0.9999999694745216
685,0.9999999969116242
686,0.0019667904276444046
687,0.9862796507248738
688,0.007195080687353974
689,0.004805376549489914
690,0.9999988388119218
691,0.999999999997554
692,0.9999999944968276
693,0.9999999999998308
694,0.9999999999848797
695,0.999998192001004
696,0.9999999613526273
697,0.99995855328167
698,0.8464966961451933
699,0.9999997953764462
700,2.748324267769076e-12
701,1.0
702,0.999999999998175
703,0.9935964291170694
704,0.999999998481486
705,1.1826683351180618e-07
706,0.9999999999959668
707,0.9999999849910217
708,0.9999999961145696
709,0.9999997909087985
710,0.9115117256243803
711,0.3459915636656507
712,0.9999999489280659
713,0.9999991196720028
714,0.9988060895993762
715,0.9999999999982185
716,0.9999999999971103
717,0.9999999077309497
718,0.9999999999413574
719,0.999999999999541
720,0.9999999999755922
721,0.9999999999998668
722,0.9999999998552411
723,0.9999999999214693
724,0.999999999305105
725,0.9999999999604121
726,0.00016961509004471994
727,0.9999419568421059
728,0.999989127513807
729,0.9999999999863023
730,0.019224869049385026
731,0.9999999999999323
732,0.9999999999999536
733,0.2116964649944588
734,0.9999999999985332
735,0.9999999999530005
736,0.2645016946665737
737,0.00027366675787880165
738,8.831537789079902e-08
739,0.00012754749116871512
740,9.167334506743629e-11
741,0.9984048818464422
742,0.006736618949778631
743,0.9999999999921865
744,0.009852171372904776
745,1.0
746,0.0006096734558362598
747,0.9999996166933226
748,0.9999992522343042
749,0.9999999243457236
750,0.9999999109338847
751,0.9997986082536116
752,1.0
753,0.9999515138587777
754,0.7263509113982247
755,0.999999399946082
756,0.9999999996087137
757,0.03290903919647991
758,0.9999950942636794
759,0.9999665134093484
760,0.9999999999999931
761,0.9929639203367306
762,5.608876740141203e-08
763,0.9920148685218102
764,1.0
765,0.9999999999975318
766,0.4636465980998185
767,0.19120241283756603
768,0.9999999999247491
769,0.9999999996778342
770,0.9999999959481423
771,0.0009692775268137495
772,0.9999999979431995
773,7.473287543286705e-09
774,0.9999999999999472
775,0.9999999999989726
776,2.8471731607514822e-08
777,0.9999999668739266
778,0.9995325602250952
779,0.8344223571054571
780,0.9999073118602306
781,0.9955643277144233
782,0.8020478122676817
783,0.9999936247983112
784,7.595059081634486e-06
785,0.999999944488835
786,0.9999999999998732
787,0.20560225133790194
788,0.9999999999999991
789,0.9448977435452891
790,0.9999999999983338
791,0.9999999999932603
792,0.9999999999722735
793,0.9953776692450654
794,0.9681621364876102
795,0.9999999999979763
796,0.9084889791360432
797,0.9999999999999907
798,0.999999999939778
799,0.9999999987028967
800,1.0
801,0.9999999970053965
802,1.0
803,0.9999999999999996
804,0.9999999188336063
805,0.9999997624788124
806,0.999999999999962
807,0.9999999999993066
808,3.793583669652208e-09
809,1.936339997303181e-09
810,0.9999999955862702
811,5.45820969450712e-12
812,0.9999999902649367
813,0.953549514265741
814,0.9999999999999998
815,0.0044283213924165045
816,0.025517124069456183
817,0.06040012231576915
818,0.9999974030821198
819,0.9999999990361126
820,0.9790657025644398
821,0.4385109407114775
822,0.9999999988346864
823,0.9999999999999984
824,0.9999999999999856
825,0.05790453370036291
826,0.9999993876141142
827,0.00013883705489471223
828,0.9999999777507431
829,3.518682099112807e-06
830,0.9999025249931961
831,6.931713054706451e-06
832,5.701910853334736e-14
833,0.9999999999959124
834,0.9999999999204099
835,0.9964690592498603
836,0.9956770546366642
837,0.9999999999401521
838,0.021033709422901833
839,0.9999999812318846
840,0.9945993296573661
841,0.00242790161242998
842,0.9999999999825002
843,0.0011022365247671851
844,0.5447869715445504
845,0.9999867168743324
846,2.5683562380343073e-07
847,0.2804694931370546
848,0.9999996345610042
849,0.999999999869218
850,0.9999999999995837
851,2.3084049874971772e-05
852,0.9131960673929609
853,0.999999999998503
854,0.7021701096745697
855,0.0002319594947929995
856,0.9999999999999174
857,7.573944106296926e-05
858,0.8835829631771315
859,0.9999921069747746
860,0.9999999999924127
861,0.999999999999418
862,0.9997020570823436
863,0.9999999999997757
864,9.978872053406465e-11
865,0.9894737942503428
866,0.9785653992001081
867,0.999999999997051
868,0.9999999985398007
869,0.9999999091034475
870,0.03856255430675494
871,0.9999784477098798
872,3.5599922892590825e-07
873,0.999999695181324
874,0.9932016368646429
875,0.9999999999250075
876,0.9980153639876016
877,0.9999999999999898
878,5.4536038866627935e-05
879,0.9991695650073507
880,0.9995524397185999
881,0.942535930363376
882,0.9999999994897544
883,0.06651598875336714
884,0.9999999999095881
885,0.9999999999999996
886,0.9999999999996612
887,0.9999999999533316
888,0.07076251154008732
889,0.9966815666721409
890,0.9999999999998759
891,0.9999947789962377
892,0.9999999867875147
893,0.9999998455428923
894,1.0
895,0.9999999215946128
896,0.9999999999931217
897,0.7148245419127772
898,1.3813827965963805e-05
899,0.9999999999999991
900,6.173683488529199e-07
901,0.9999999999999827
902,0.23375231383711179
903,0.9999999900648672
904,1.8869167457688154e-09
905,0.006018388938350918
906,0.9999999999990681
907,0.9999999999999758
908,0.9997570343087364
909,0.9913568837140777
910,1.0
911,0.5105918627042069
912,0.9999998638869353
913,0.9999999999907889
914,0.0026332121834099003
915,0.9999999891775583
916,0.9681398998170261
917,0.0009704328484292831
918,0.9999067323390461
919,0.9212694098834028
920,0.9943585776707384
921,0.9999927631933464
922,0.9391176973239381
923,0.995781258778463
924,0.9999999875507558
925,0.9999999999913811
926,0.8629271374463982
927,0.996454386091663
928,0.9999999999998379
929,0.043467614230158325
930,0.8315925641069408
931,9.915962999167425e-07
932,0.9999999965796345
933,0.9999999999999905
934,0.9999849108037336
935,0.9999984733494102
936,0.9999998189866389
937,0.9999999999950375
938,0.9977434395133139
939,0.13449027438370031
940,0.9999999999668496
941,0.9999637039513637
942,0.009096485918671977
943,0.9966609208318681
944,0.5383678970695237
945,0.9999999479405759
946,0.0006979043322522692
947,0.9999999991053028
948,1.0
949,0.00016127074468432148
950,0.9999938833864661
951,5.81011851579652e-07
952,0.002286325087263964
953,0.9999999999987716
954,0.9999998018921692
955,0.9982712811239598
956,6.717041948151278e-07
957,1.0
958,1.0
959,0.03502416499808911
960,0.9865784282567682
961,0.8100475695377108
962,0.00313082057906326
963,0.9999999997675735
964,0.9999989863376496
965,0.9999738139555895
966,1.0
967,0.999999999940109
968,0.9999999968157152
969,0.9999999999733982
970,0.9999490048289573
971,0.9999999843181531
972,7.95990662953664e-06
973,0.9999894549840641
974,0.9999991505611813
975,0.04681072296517637
976,0.9999999999999984
977,0.0004036540885969233
978,9.8150908362331e-05
979,0.07561211391065444
